OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
106,Aera San Ardo Cogen Facility,USA0055184,6.200000000000000,35.953299999999999,-120.859999999999999,Gas,,,,1989.000000000000000,Aera Energy LLC-San Ardo,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46322,2017,49.075,50.072,41.263,48.917,47.553,
107,Aerojet I,USA0057697,3.000000000000000,38.613500000000002,-121.162899999999993,Solar,,,,2010.000000000000000,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.109,6.38,6.363,5.725,5.12,
108,Aerojet II,USA0057698,2.700000000000000,38.608600000000003,-121.170299999999997,Solar,,,,2010.000000000000000,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.743,4.23,3.945,3.861,2.945,
109,Afton Generating Station,USA0055210,287.000000000000000,32.114199999999997,-106.846500000000006,Gas,,,,2003.916375999999900,Public Service Co of NM,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48292,2017,0,0,0,0,401.978,
110,Agassiz Beach LLC,USA0055576,1.900000000000000,47.005299999999998,-96.435599999999994,Wind,,,,2001.000000000000000,CHI Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48477,2017,5.082,5.483,5.53,5.379,4.324,
111,Agawam Solar,USA0059028,1.500000000000000,42.081899999999997,-72.614400000000003,Solar,,,,2012.000000000000000,Citizens Enterprises Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.996,2.157,2.234,2.183,1.992,
112,Agnews Power Plant,USA0050748,32.000000000000000,37.405799999999999,-121.927199999999999,Gas,,,,1990.000000000000000,OLS Energy-Agnews Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,19.285,15.661,31.849,16.64,20.898,
113,AgriReNew,USA0059181,1.000000000000000,41.691899999999997,-90.866399999999999,Biomass,,,,2013.000000000000000,AgriReNew,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.74,3.886,3.804,4.058,5.499,
114,Agrilectric Power Partners Ltd,USA0010593,12.100000000000000,30.201200000000000,-93.126900000000006,Waste,,,,1984.000000000000000,Agrilectric Power Partners Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,73.045,85.506,89.348,80.884,88.193,
115,Agriwind,USA0056408,8.400000000000000,41.301699999999997,-89.623599999999996,Wind,,,,2007.000000000000000,AgriWind Project  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62635,2017,5.952,6.271,6.235,5.891,23.378,
116,Agua Caliente Solar Project,USA0057373,347.699999999999989,32.977400000000003,-113.494500000000002,Solar,,,,2013.087144000000080,Agua Caliente Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60667,2017,675.525,741.181,739.734,743.533,728.74,
117,Agua Fria,USA0000141,613.500000000000000,33.556100000000001,-112.215299999999999,Gas,Oil,Solar,,1964.571312000000034,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31940,2017,77.023,12.617,109.798998,84.854,199.527,
118,Agua Mansa Power Plant,USA0055951,60.500000000000000,34.041400000000003,-117.360299999999995,Gas,,,,2003.000000000000000,E I Colton LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49568,2017,39.754,23.668,14.59,6.466,11.648,
119,Aidlin Geothermal Power Plant,USA0052158,25.000000000000000,38.833900000000000,-122.881000000000000,Geothermal,,,,1989.000000000000000,Geysers Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15376,2017,112.149,139.692,132.136,125.286,115.589,
120,Ainsworth Wind,USA0056162,59.399999999999999,42.448900000000002,-99.891700000000000,Wind,,,,2005.000000000000000,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,52095,2017,185.115,194.809,192.618,176.314,162.168,
121,Air Products Port Arthur,USA0055309,169.099999999999994,29.866499999999998,-93.965100000000007,Gas,,,,2006.023654999999962,Air Products LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57836,2017,,747.815996,,830.64,1007.139,
122,Airport 1 Solar (DIA),USA0059807,1.500000000000000,39.899400000000000,-104.675299999999993,Solar,,,,2010.000000000000000,Greenbacker Renewable Energy Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58114,2017,,2.03,2.47,2.523,2.59,
123,Airport Industrial,USA0007995,10.000000000000000,38.284399999999998,-104.530799999999999,Oil,,,,2002.000000000000000,Black Hills/Colorado Elec.Util,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.165,-0.162,-0.203,-0.209,-0.149,
124,Ajax Solar,USA0060288,5.000000000000000,34.830900000000000,-79.119399999999999,Solar,,,,2017.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.394,2.229638340000000
125,Akron Recycle Energy Plant,USA0054265,4.000000000000000,41.073300000000003,-81.530600000000007,Gas,Waste,Other,,1979.000000000000000,Akron Energy Systems LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,28.181876760000002
126,Akron WRF,USA0058980,1.800000000000000,41.153300000000002,-81.568899999999999,Biomass,,,,2014.000000000000000,City of Akron,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,6.714,7.89586,8.22024,8.0948,
127,Al Turi,USA0010549,2.400000000000000,41.404299999999999,-74.376700000000000,Waste,,,,2006.666666999999961,Ameresco LFG I Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26367,2017,11.406,9.816,8.353,7.109,5.96,
128,Alabama Pine Pulp,USA0054429,69.000000000000000,31.582500000000000,-87.488900000000001,Biomass,Waste,Oil,Gas,1991.000000000000000,Alabama River Cellulose LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,61.554974,75.571,438.733217,439.412154,456.064711,
129,Alabama River Pulp,USA0010216,48.000000000000000,31.582500000000000,-87.488900000000001,Biomass,Waste,Oil,Gas,1978.000000000000000,Alabama River Cellulose LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.336,11.305,318.296235,310.491884,287.087451,
130,Alameda,USA0007450,54.799999999999997,37.788600000000002,-122.288899999999998,Gas,Oil,,,1986.000000000000000,Northern California Power Agny,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27937,2017,0,0,0,0,13.155,
131,Alamo,USA0000905,19.600000000000001,34.815800000000003,-118.686700000000002,Hydro,,,,1986.000000000000000,California Dept. of Water Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15328,2017,22.048,19.265,23.88,67,104.372,
132,Alamo 6,USA0059206,105.000000000000000,30.993099999999998,-102.270799999999994,Solar,,,,2017.000000000000000,BHE Renewables  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,262.216,46.822405140000001
133,Alamo Solar,USA0059469,20.000000000000000,34.682200000000002,-117.347499999999997,Solar,,,,2015.000000000000000,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,34.449,52.591,51.002,8.918553359000001
134,Alamogordo Solar Energy Center,USA0057577,5.000000000000000,32.865699999999997,-105.999799999999993,Solar,,,,2011.000000000000000,PNM Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66156,2017,11.735,11.267,11.046,11.552,11.421,
135,Alamosa,USA0000464,53.200000000000003,37.459400000000002,-105.894700000000000,Gas,Oil,,,1975.000000000000000,Public Service Co of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30838,2017,9.964,1.866,3.593,4.072,0.406,
136,Albany,USA0002113,6.200000000000000,40.244999999999997,-94.338999999999999,Oil,,,,1974.177419000000100,City of Albany - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12717,2017,0.008,0,0,0,0,
137,Albany Green Energy,USA0060340,54.500000000000000,31.555900000000001,-84.110299999999995,Waste,Gas,Biomass,,2017.000000000000000,Albany Green Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,191.308005,0.000000000000000
138,Albany Medical Ctr Cogen Plant,USA0059453,4.600000000000000,42.655000000000001,-73.777699999999996,Gas,,,,2013.000000000000000,Albany Medical Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67931,2017,,29.866,31.471,32.284,31.435,
139,Albany Solar,USA0060519,10.000000000000000,45.641300000000001,-94.599299999999999,Solar,,,,2017.000000000000000,Enel Green Power NA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,10.562,4.459276680000000
140,Albemarle Hospital Unit,USA0056339,1.800000000000000,35.363599999999998,-80.193899999999999,Oil,,,,2006.000000000000000,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57610,2017,0.076,0.072,0.066,0.081,0.104,
141,Albemarle Prime Power Park,USA0056263,3.600000000000000,35.407200000000003,-80.151799999999994,Oil,,,,2006.000000000000000,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53738,2017,-0.012,0.091,0.103,0.09,0.136,
142,Albemarle Solar Center LLC,USA0058806,5.000000000000000,35.293100000000003,-77.556899999999999,Solar,,,,2015.000000000000000,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.002,9.155,9.678,9.677,
143,Albeni Falls,USA0000851,42.000000000000000,48.180199999999999,-116.998599999999996,Hydro,,,,1955.000000000000000,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35529,2017,230.48,160.597,180.77,208.4,154.187,
144,Albertson Solar LLC,USA0059901,5.000000000000000,35.093000000000004,-77.812700000000007,Solar,,,,2015.000000000000000,Albertson Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,5.32,11.104,11.613,2.229638340000000
145,Albertville,USA0007924,4.000000000000000,34.363399999999999,-86.223900000000000,Oil,,,,2000.000000000000000,Albertville Municipal Utilities Board,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47961,2017,0,0,0,0,0,
